precinct_id,srprec,county,city,classification_score,classification_category,competitive_score,competitive_category,dem_rep_margin,total_voters,prop_33_no_pct,dem_turnout_pct,rep_turnout_pct,classification_7cat
24493,0039015,Ventura,Moorpark,47.0,Mainstream,86.0,Highly Competitive,13.7,517.0,70.14,35.56,49.26,Moderate Rep-Leaning
23926,0039023,Ventura,Moorpark,48.0,Mainstream,79.0,Highly Competitive,21.45,554.0,71.48,30.91,52.36,Mainstream Rep
23731,0084058,Ventura,Simi Valley,48.0,Mainstream,78.0,Highly Competitive,21.74,753.0,73.4,30.18,51.92,Mainstream Rep
24390,0084020,Ventura,Simi Valley,48.0,Mainstream,84.0,Highly Competitive,16.41,477.0,75.7,33.2,49.61,Mainstream Rep
23698,0084086,Ventura,Simi Valley,48.0,Mainstream,74.0,Highly Competitive,26.58,597.0,66.43,28.48,55.06,MAGA Rep
23630,0092102,Ventura,Thousand Oaks,48.0,Mainstream,69.0,Highly Competitive,31.23,639.0,82.19,24.91,56.14,MAGA Rep
24336,0084033,Ventura,Simi Valley,48.0,Mainstream,73.0,Highly Competitive,27.68,630.0,68.56,29.41,57.09,MAGA Rep
23485,0085000,Ventura,Unincorporated,49.0,Mainstream,71.0,Highly Competitive,29.41,349.0,78.53,26.96,56.37,MAGA Rep
24383,0084029,Ventura,Simi Valley,49.0,Mainstream,79.0,Highly Competitive,21.67,674.0,63.73,29.41,51.08,Mainstream Rep
24330,0084038,Ventura,Simi Valley,49.0,Mainstream,73.0,Highly Competitive,27.43,525.0,71.75,27.78,55.21,MAGA Rep
23452,0084112,Ventura,Simi Valley,49.0,Mainstream,83.0,Highly Competitive,16.79,402.0,82.89,32.44,49.24,Mainstream Rep
23965,0039033,Ventura,Moorpark,49.0,Mainstream,89.0,Highly Competitive,10.66,508.0,66.87,34.93,45.59,Moderate Rep-Leaning
24554,0095010,Ventura,Unincorporated,50.0,Mainstream,89.0,Highly Competitive,11.11,15.0,93.33,33.33,44.44,Moderate Rep-Leaning
23518,0084109,Ventura,Simi Valley,50.0,Mainstream,79.0,Highly Competitive,21.38,548.0,76.25,30.59,51.97,Mainstream Rep
24340,0084035,Ventura,Simi Valley,50.0,Mainstream,73.0,Highly Competitive,27.12,408.0,69.79,27.97,55.08,MAGA Rep
24349,0084043,Ventura,Simi Valley,50.0,Mainstream,83.0,Highly Competitive,17.23,570.0,71.27,34.12,51.35,Mainstream Rep
23899,0092068,Ventura,Thousand Oaks,50.0,Mainstream,87.0,Highly Competitive,12.97,699.0,74.06,35.38,48.35,Moderate Rep-Leaning
23753,0084052,Ventura,Simi Valley,50.0,Mainstream,80.0,Highly Competitive,19.77,518.0,70.46,32.7,52.47,Mainstream Rep
24359,0084011,Ventura,Simi Valley,50.0,Mainstream,70.0,Highly Competitive,30.17,793.0,74.84,24.94,55.11,MAGA Rep
24358,0084018,Ventura,Simi Valley,51.0,Mainstream,76.0,Highly Competitive,24.17,621.0,71.96,31.13,55.3,Mainstream Rep
24522,0074003,Ventura,Unincorporated,51.0,Mainstream,51.0,Competitive,50.0,9.0,,16.67,66.67,MAGA Rep
23694,0084084,Ventura,Simi Valley,51.0,Mainstream,64.0,Competitive,36.47,578.0,78.83,24.22,60.68,MAGA Rep
23642,0084073,Ventura,Simi Valley,51.0,Mainstream,79.0,Highly Competitive,21.21,640.0,74.1,28.93,50.14,Mainstream Rep
24632,0081000,Ventura,Unincorporated,52.0,Mainstream,78.0,Highly Competitive,22.59,720.0,83.7,31.13,53.72,Mainstream Rep
23604,0006934,Ventura,Camarillo,52.0,Mainstream,82.0,Highly Competitive,18.07,272.0,84.74,32.53,50.6,Mainstream Rep
24523,0074002,Ventura,Unincorporated,53.0,Mainstream,84.0,Highly Competitive,16.44,601.0,80.34,36.93,53.37,Mainstream Rep
24327,0084039,Ventura,Simi Valley,53.0,Mainstream,81.0,Highly Competitive,19.46,443.0,70.81,32.13,51.58,Mainstream Rep
24498,0074005,Ventura,Unincorporated,54.0,Mainstream,75.0,Highly Competitive,25.72,549.0,77.82,28.94,54.66,MAGA Rep
23649,0084077,Ventura,Simi Valley,55.0,Mainstream,78.0,Highly Competitive,21.91,435.0,69.71,32.67,54.58,Mainstream Rep
24134,0014219,Ventura,Unincorporated,55.0,Mainstream,80.0,Highly Competitive,20.0,10.0,80.0,40.0,60.0,Mainstream Rep
23959,0039031,Ventura,Moorpark,55.0,Mainstream,79.0,Highly Competitive,21.43,52.0,84.44,39.29,60.71,Mainstream Rep
23705,0084087,Ventura,Simi Valley,56.0,Mainstream,71.0,Highly Competitive,28.81,195.0,81.62,28.81,57.63,Mainstream Rep
24519,0095002,Ventura,Thousand Oaks,57.0,Mainstream,83.0,Highly Competitive,16.67,7.0,,50.0,33.33,Progressive Dem
24631,0081001,Ventura,Unincorporated,57.0,Mainstream,79.0,Highly Competitive,20.97,440.0,82.28,31.05,52.02,Mainstream Rep
24344,0084049,Ventura,Simi Valley,57.0,Mainstream,68.0,Highly Competitive,32.68,588.0,81.56,24.88,57.56,Mainstream Rep
23601,0006932,Ventura,Camarillo,57.0,Mainstream,67.0,Highly Competitive,33.33,5.0,,33.33,66.67,Mainstream Rep
24438,0090001,Ventura,Unincorporated,57.0,Mainstream,100.0,Highly Competitive,0.0,7.0,,50.0,50.0,Moderate Rep-Leaning
24684,0005307,Ventura,Unincorporated,58.0,Mainstream,67.0,Highly Competitive,33.33,16.0,61.54,33.33,66.67,Mainstream Rep
23878,0084093,Ventura,Simi Valley,59.0,Mainstream,71.0,Highly Competitive,28.87,721.0,79.25,29.29,58.16,Mainstream Rep
24643,0081013,Ventura,Unincorporated,62.0,Mainstream,44.0,Competitive,56.25,25.0,84.62,6.25,62.5,Mainstream Rep
24417,0090007,Ventura,Unincorporated,62.0,Mainstream,54.0,Competitive,46.81,111.0,83.96,19.15,65.96,Mainstream Rep
24274,0047000,Ventura,Unincorporated,64.0,Mainstream,59.0,Competitive,41.82,86.0,77.38,16.36,58.18,Mainstream Rep
23478,0007044,Ventura,Camarillo,64.0,Mainstream,72.0,Highly Competitive,28.57,21.0,57.14,28.57,57.14,Mainstream Rep
24401,0084023,Ventura,Simi Valley,65.0,Mainstream,58.0,Competitive,42.21,380.0,77.32,22.54,64.75,Mainstream Rep
24671,0005302,Ventura,Unincorporated,67.0,Moderate,100.0,Highly Competitive,0.0,3.0,,0.0,0.0,Moderate Rep-Leaning
24581,0092125,Ventura,Thousand Oaks,67.0,Moderate,58.0,Competitive,42.86,9.0,,28.57,71.43,Mainstream Rep
23616,0092108,Ventura,Thousand Oaks,68.0,Moderate,44.0,Competitive,56.1,86.0,88.89,14.63,70.73,Mainstream Rep
24342,0084048,Ventura,Simi Valley,69.0,Moderate,68.0,Highly Competitive,32.7,542.0,80.66,26.76,59.46,Mainstream Rep
23489,0085003,Ventura,Simi Valley,70.0,Moderate,78.0,Highly Competitive,22.22,21.0,90.48,33.33,55.56,Mainstream Rep
24520,0074000,Ventura,Unincorporated,73.0,Moderate,56.0,Competitive,44.79,365.0,87.11,19.27,64.06,Mainstream Rep
23542,0086011,Ventura,Unincorporated,77.0,Moderate,43.0,Competitive,57.14,8.0,,14.29,71.43,MAGA Rep
24058,0014206,Ventura,Unincorporated,87.0,Moderate,15.0,Not Competitive,85.71,9.0,77.78,0.0,85.71,MAGA Rep
23493,0085002,Ventura,Unincorporated,93.0,Moderate,50.0,Competitive,50.0,11.0,81.82,12.5,62.5,MAGA Rep
24637,0081007,Ventura,Unincorporated,97.0,Moderate,1.0,Not Competitive,100.0,7.0,,0.0,100.0,MAGA Rep
24402,0074200,Ventura,Unincorporated,97.0,Moderate,58.0,Competitive,42.86,70.0,84.38,23.81,66.67,MAGA Rep
24086,0005003,Ventura,Unincorporated,100.0,Moderate,31.0,Not Competitive,70.0,12.0,100.0,0.0,70.0,MAGA Rep
19533,0070027A,Los Angeles,Unincorporated,,Unknown,1.0,Not Competitive,100.0,1.0,,100.0,0.0,
23421,0007012,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23434,0007073,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,1.0,,0.0,0.0,
23468,0007076,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23471,0007077,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23482,0085001,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23491,0007048,Ventura,Camarillo,,Unknown,1.0,Not Competitive,100.0,10.0,63.64,0.0,100.0,
23496,0007061,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23512,0007056,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,2.0,,0.0,0.0,
23514,0007055,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23519,0007057,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23584,0006938,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23585,0006937,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23596,0086008,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23603,0006931,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23605,0006933,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23606,0006936,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23625,0092109,Ventura,Thousand Oaks,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23661,0003007,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,1.0,,0.0,0.0,
23712,0006927,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23719,0006928,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23721,0003010,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23745,0092019,Ventura,Thousand Oaks,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23759,0084057,Ventura,Simi Valley,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23797,0092026,Ventura,Thousand Oaks,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23910,0039029,Ventura,Moorpark,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23928,0039026,Ventura,Moorpark,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23930,0039025,Ventura,Moorpark,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23969,0092047,Ventura,Thousand Oaks,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
23972,0039034,Ventura,Moorpark,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24055,0014205,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24056,0014204,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24065,0005005,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24066,0005004,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,4.0,,0.0,100.0,
24069,0005006,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24072,0005009,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24074,0005008,Ventura,Unincorporated,,Unknown,26.0,Not Competitive,75.0,9.0,,75.0,0.0,
24084,0005001,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,1.0,,0.0,0.0,
24088,0005002,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,2.0,,0.0,0.0,
24092,0044200,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24111,0014003,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24112,0014002,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,2.0,,100.0,0.0,
24113,0014005,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24114,0014004,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,2.0,,0.0,100.0,
24123,0014001,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24125,0014000,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24135,0014212,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24136,0014211,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24137,0014214,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24139,0014213,Ventura,Moorpark,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24140,0014216,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24141,0099002,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24142,0014215,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24143,0099001,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24144,0014218,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,2.0,,100.0,0.0,
24145,0014217,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,7.0,,100.0,0.0,
24146,0014210,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24153,0044007,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24159,0014225,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24161,0014224,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24164,0014226,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24167,0044002,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24173,0014221,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24174,0014220,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,1.0,,0.0,100.0,
24248,0048100,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24315,0006906,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24404,0089001,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24405,0089000,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24411,0089004,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24422,0090009,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24444,0090003,Ventura,Simi Valley,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24447,0090002,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24469,0092131,Ventura,Thousand Oaks,,Unknown,1.0,Not Competitive,100.0,3.0,,100.0,0.0,
24471,0092130,Ventura,Thousand Oaks,,Unknown,1.0,Not Competitive,100.0,5.0,,100.0,0.0,
24494,0095004,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24497,0095003,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,1.0,,0.0,0.0,
24532,0095015,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24535,0095014,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24541,0095016,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24556,0095013,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24558,0090010,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24560,0090012,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24564,0090011,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24566,0092129,Ventura,Thousand Oaks,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24569,0090013,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24626,0081009,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,3.0,,0.0,0.0,
24627,0081008,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24633,0081003,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24635,0081005,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,2.0,,0.0,0.0,
24636,0081004,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24640,0081012,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24641,0081011,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24642,0081014,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24644,0081016,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24646,0081015,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,4.0,,0.0,0.0,
24647,0081018,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,1.0,,0.0,0.0,
24648,0081017,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24649,0081010,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24651,0007300,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24659,0062200,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,1.0,,0.0,0.0,
24660,0058003,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24664,0058007,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24665,0058006,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24666,0058009,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24669,0005309,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24677,0005303,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24679,0005306,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24681,0005305,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,3.0,,0.0,0.0,
24683,0005308,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24692,0005313,Ventura,Unincorporated,,Unknown,50.0,Competitive,50.0,2.0,,0.0,50.0,
24693,0005312,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24701,0005310,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,4.0,,0.0,100.0,
24704,0062000,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,3.0,,0.0,0.0,
24709,0048204,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24711,0048206,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24717,0005100,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,3.0,,0.0,100.0,
24718,0058010,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24744,0007039,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24745,0014102,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24747,0014104,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24748,0014103,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,1.0,,0.0,0.0,
24750,0014105,Ventura,Unincorporated,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24753,0014107,Ventura,Unincorporated,,Unknown,1.0,Not Competitive,100.0,7.0,,0.0,100.0,
24762,0007038,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
24764,0007037,Ventura,Camarillo,,Unknown,100.0,Highly Competitive,0.0,0.0,,0.0,0.0,
